titlu	pret	oras	grad_finisare	descriere	tip_oferta	persoana	etaj	vechime_imobil	numar_bai	numar_balcoane	geamuri_termopan	centrala_termica	compatimentare	parchet	confort	gresie	faianta	zugravit_lavabil	loc_parcare	agentie	numar_camere	strada	suprafata	cartier	link	modificari_interioare	balcoane_inchise	aer_conditionat	loc_in_pod	loc_in_pivnita	uscator 
Mein Haus: garsoniera in zona BRD (ID - 39136)	47 900 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  28 mp,  in Marasti,  zona BRD,  finisata,  contorizata,  geamuri termopan,  mobilata si utilata,  parchet,  gresie si faianta,  usa metalica,  izolata termic.			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		zona BRD 	28mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7562327	Nu		Nu			
Mein Haus: garsoniera in Marasti (ID - 39063)	45 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  28 mp,  in Marasti,  finisata,  contorizata,  mobilata si utilata,  gresie si faianta.			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		. 	28mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7562319	Nu		Nu			
Vand garsoniera in zona Garii	30 000 EUR	Cluj-Napoca, Cluj	Nespecificat	    Vand garsoniere,  situata la parter din 4 etaje,  cu suprafata de 25 mp, in  cartierul GARA,  in apropiere de STR.GARII. Garsoniera este confort 1 si este dotata cu 1 baie. Imobilul se vinde mobilat clasic si modern. 			Parter	Nespecificat			Da	Nu		Da		Da	Da	Da				Garii 	25mp 		http://www.piata-az.ro/anunturi/oras-cluj-napoca/7562264	Nu		Nu			
Vand garsoniera in Manastur	46 000 EUR	Cluj-Napoca, Cluj	Nespecificat	    Vand garsoniera situata la etajul 5 din 6 ,  cartierul MANASTUR. Suprafata acesteia este de 32mp. Garsoniera este confort 1 si este dotata cu 1 baie,  1 balcon,  faianta moderna,  gresie moderna. 			Etajul 5	Nespecificat			Da	Nu		Da		Da	Da	Nu				Ravasului 	32mp 		http://www.piata-az.ro/anunturi/oras-cluj-napoca/7562248	Nu		Da			
Vand garsoniera in Zorilor	56 000 EUR	Cluj-Napoca, Cluj	Nespecificat	    Vand garsoniera ,  situata la parter inalt din 4 etaje,  in cartierul ZORILOR,  zona strazii Ciresilor. Garsoniera este confort 1,  avand suprafata utila de 28 mp,  compusa din camera,  baie,  bucatarie si hol. Dispune de finisaje moderne,  termopane fiind complet mobilata si utilata modern. 			Parter	Nespecificat			Da	Nu		Da		Da	Da	Da				Ciresilor 	28mp 		http://www.piata-az.ro/anunturi/oras-cluj-napoca/7562238	Nu		Nu			
Vand garsoniera in Marasti	31 000 EUR	Cluj-Napoca, Cluj	Nespecificat	    Vand garsoniera,  situata la etajul 2 din 4 ,  cu suprafata de 21 mp,  in cartierul MARASTI,  in apropiere de EXPO TRANSILVANIA. Garsoniera este confort 2 ,  finisaje moderne. Imobilul mai are si alte dotari precum interfon. 			Etajul 2	mai vechi de 2000			Da	Nu		Da		Nu	Da	Da				Cojocnei 	21mp 		http://www.piata-az.ro/anunturi/oras-cluj-napoca/7562222	Nu		Nu			
Vand garsoniera in zona Garii	30 000 EUR	Cluj-Napoca, Cluj, Gara	Nespecificat	    Vand garsoniere,  situata la parter din 4 etaje,  cu suprafata de 25 mp, in  cartierul GARA,  in apropiere de STR.GARII. Garsoniera este confort 1 si este dotata cu 1 baie. Imobilul se vinde mobilat clasic si modern. 			Parter	mai vechi de 2000			Nu	Nu		Nu		Da	Da	Da				Garii 	25mp 	Gara	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7562198	Nu		Nu			
Nu a fost deschis anuntul																															
Garsonieră de vânzare în Mărăști, 20,5mp, aproape de Expo ...	32 200 EUR	Cluj-Napoca, Cluj, Marasti	Finisat clasic	"    Vând garsonieră în Mărăști,  pe strada Cojocnei,  cu o suprafață de 21, 5mp cu spațiu de  depozitare (cămară) pe casa scării,  mobilata,  utilata,  parchet,  gresie,  faianță,  etaj 1,  bloc reabilitat termic,  geamuri termopan,  zonă liniștită,  aproape de stațiile de transport în comun,  market,  bănci. Preț: 32, 200 euro negociabil"			Etajul 1	Nespecificat			Da	Nu		Da		Da	Da	Da				Cojocnei 	21mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7504052	Nu		Nu			
Vanzare apartament 3 camere,in Manastur	75 000 EUR	Cluj-Napoca, Cluj	Semifinisat	"    Constructor vand apartament de 3 camere decomandat- intr-un imobil nou cu doar 6 apartamente,  in cartierul Manastur, 77 mp utili, 3 camere, 2 bai, 2 balcoane, dispus pe 2 nivele cu scara interioara(partea de jos avand suprafata utila de 54 mp iar partea de sus 23 mp utili)orientare sudica, centrala termica Bosch, incalzaire in pardoseala, izolat termic, usa metalica, geamuri termopan Roto si Salamander (7 camere , 3 sticle), izolat termic, imobil finalizat, Se preda la stadiul de semifinisat: cu peretii tencuiti,  gletuiti,  sapa autonivelanta.Imobilul este situat in apropiere de statie RATB, magazine, scoli, parking.Zona deosebita."			Mansarda	bloc nou			Da	Da		Nu		Nu	Nu	Nu				marisel 	77mp 		http://www.piata-az.ro/anunturi/oras-cluj-napoca/7422378	Nu		Nu			
Mein Haus: garsoniera in Marasti (ID - 39062)	45 000 EUR	Cluj-Napoca, Cluj, Marasti	Ultrafinisat	    MEIN HAUS,  vinde garsoniera,  confort I,  26 mp,  etaj 1,  in Marasti,  superfinisata,  contorizata (apa si gaz) - centrala termica,  termopan,  mobilata si utilata,  balcon,  parchet,  gresie si faianta moderna,  izolata termic.			Etajul 1	Nespecificat			Da	Da		Da		Da	Da	Da		MEIN HAUS		. 	26mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558988	Nu		Nu			
Mein Haus: garsoniera in Marasti (ID - 39061)	44 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  28 mp,  in Marasti,  finisata,  contorizata,  termopan,  mobilata si utilata,  balcon inchis,  parchet,  gresie si faianta.			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		. 	28mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558978	Nu		Nu			
Mein Haus: garsoniera in Marasti (ID - 39060)	42 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  26 mp,  in Marasti,  finisata,  contorizata,  mobilata si utilata,  balcon,  gresie si faianta.			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		. 	26mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558976	Nu		Nu			
Mein Haus: garsoniera in Marasti (ID - 39058)	41 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  25 mp,  etaj 2,  in Marasti,  finisata,  contorizata (apa si gaz) - centrala termica,  termopan,  mobilata,  balcon inchis,  usa metalica.			Etajul 2	Nespecificat			Da	Da		Nu		Nu	Nu	Nu		MEIN HAUS		. 	25mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558975	Nu		Nu			
Mein Haus: garsoniera in Gheorgheni (ID - 39132)	52 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  29 mp,  etaj intermediar,  in Gheorgheni,  aleea Detunata,  finisata,  contorizata,  complet mobilata si utilata,  orientare V,  gresie si faianta,  ocupabila imediat.			Etaj intermediar	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		Detunata 	29mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558912	Nu		Nu			
Mein Haus: garsoniera in Marasti (ID - 39057)	39 500 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  26 mp,  etaj 1,  in Marasti,  finisata,  contorizata,  mobilata si utilata,  gresie si faianta,  eliberabila imediat.			Etajul 1	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		. 	26mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558826	Nu		Nu			
Mein Haus: garsoniera in Marasti (ID - 39055)	37 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  27 mp,  etaj 1,  in Marasti,  finisata clasic,  contorizat,  balcon,  gresie si faianta.			Etajul 1	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		. 	27mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558823	Nu		Nu			
Vand garsoniera in zona Piata Muzeului	53 000 EUR	Cluj-Napoca, Cluj, Centru	Nespecificat	"    Vand garsoniera de 24 mp in zona Piata Muzeului. Garsoniera este situata la parter si dispune de finisaje moderne.Se vinde mobilata."			Parter	Nespecificat			Da	Da		Da		Da	Nu	Nu				Muzeului 	24mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558706	Nu		Da			
Garsoniera, Marasti	28 000 EUR	Cluj-Napoca, Cluj	Nespecificat	    Elite ofera spre vanzare garsoniera in cartierul MARASTI.  Imobilul este situat in zona BRD,   in constructie veche,  este cu trecere si are suprafata utila de 15 mp. Imobilul are o baie. Este finisat modern,  are parchet laminat,  faianta/gresie moderna,  tamplarie exterior termopan,  tamplarie interior termopan,  usa intrare metalica. Incalzirea este cu calorifere electrice. Imobilul este mobilat complet,  cu mobilier modern si este utilat complet. Negociabil. ID: 55934			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu				Marasti 	15mp 		http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558615	Nu		Nu			
Garsoniera detunata-gheorghieni	45 800 EUR	Cluj-Napoca, Cluj, Gheorgheni	Finisat modern	    Vindem o garsoniera mobilata si utilata complet,  situata intr-un imobil pe str DETUNATA,  foarte aproape de Piata Mercur,  dar si de IULIUS MALL si FSEGA			Nespecificat	mai vechi de 2000			Da	Nu		Da		Da	Da	Da				Detunata 	32mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7503659	Da		Nu			
Vand garsoniera langa Gradina Botanica	56 000 EUR	Cluj-Napoca, Cluj, Zorilor	Nespecificat	"    Garsoniera confort 1,  finisata modern,  complet mobilata si utilata,  situata intr-o zona ideala pentru locuinta sau investitie,  zona strazii Ciresilor,  aproape de Gradina Botanica.Garsoniera este confort 1,  avand suprafata utila de 28 mp,  compusa din camera,  baie,  bucatarie si hol. Dispune de finisaje moderne,  termopane fiind complet mobilata si utilata modern. "			Etajul 1	Nespecificat			Da	Da		Da		Da	Nu	Nu				Ciresilor 	28mp 	Zorilor	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558220	Nu		Nu			
Mein Haus: garsoniera in Manastur (ID - 39047)	43 000 EUR	Cluj-Napoca, Cluj, Manastur	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  28 mp,  etaj intermediar,  in Manastur,  finisat,  contorizat,  termopan,  mobilata si utilata,  parchet,  gresie si faianta,  izolata termic,  ocupabila imediat.			Etaj intermediar	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		. 	28mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7558161	Nu		Nu			
Exclusivitate, comision 0! Garsoniera moderna Marasti	34 000 EUR	Cluj-Napoca, Cluj, Marasti	Nespecificat	    Exclusivitate,  comision 0! Oferim spre vanzare garsoniera situata in cartierul Marasti,  strada Dejului,  la etajul 3 din 4. Garsoniera are 22 mp,  este compusa din camera,  buacatrie si baie. Are geamuri termopan,  usa metalica si este izolata termic interior + exterior. Se vinde complet utilata si mobilata modern. Detine loc de parcare de la primarie.Ideala ca investitie!			Nespecificat	Nespecificat			Da	Nu		Da		Da	Da	Nu		Apartamente Cluj		dejului 	22mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7495900	Nu		Nu			
Garsoniera -bloc 31-35 Teodor Mihali,langa FSEGA si Iulius Mall	44 500 EUR	Cluj-Napoca, Cluj, Gheorgheni	Finisat modern	"            Vindem un apartament cu o camera/garsoniera ,  situata intr-un bloc nou la cca 3 min de FSEGA si aprox 5 min de IULIUS MALL,  cu statie de autobuz in fata blocului,  pe str TEODOR MIHALI 31-35              Pretul este usor negociabil. Separat se poate achizitiona si parcare subterana la pretul de 4000 euro."			Etajul 2	bloc nou			Da	Da		Da		Da	Da	Da				teodor mihali 	22mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7335476	Da		Nu			
Garsoniera langa BIG-Manastur-utilat si mobilat complet-modern	44 000 EUR	Cluj-Napoca, Cluj, Manastur	Finisat modern	"          Vindem o garsoniera mobilata si utilata complet,  investitie ideala,  situata la etaj intermediar 4/10,  langa complexul comercial BIG,  in imediata vecinatate a bancilor comerciale,  suprmarketuri ,  piata agro ION MESTER,  cu deschidere catre toate locatiile din Cluj,  avand in preajma,  statii de autobus,  troleibus si tramvai."			Etaj intermediar	mai vechi de 2000			Da	Nu		Da		Da	Da	Da				Bucegi 	32mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7281654	Da		Nu			
Garsoniera, str.Pasteor,24 mp, complet utilat/mobilata	49 000 EUR	Cluj-Napoca, Cluj, Zorilor	Nespecificat	"    Va propunem spre vanzare o garsoniera pe str.Pasteor.Garsoniera se afla la etajul 1 avand o suprafata utila de 24 mp.Este foarte aproape de facultatile de medicina/farmacie.Este finisata si mobilata modern.Pentru mai multe detalii nu ezitati sa ne contactati.Trust Imobiliare"			Etajul 1	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		Trust Imobiliare		Pasteor 	24mp 	Zorilor	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7557070	Nu		Nu			
Mein Haus: garsoniera in Grigorescu (ID - 39045)	47 500 EUR	Cluj-Napoca, Cluj, Grigorescu	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  27 mp,  etaj 2,  in Grigorescu,  strada Fantanele,  finisata,  contorizata (apa si gaz) - centrala termica,  complet mobilata si  utilata,  balcon,  parchet,  gresie si faianta.			Etajul 2	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		Fantanele 	27mp 	Grigorescu	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7556885	Nu		Nu			
Nu a fost deschis anuntul																															
Mein Haus: garsoniera in Gheorgheni (ID - 39041)	60 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Finisat modern	    MEIN HAUS,  vinde garsoniera,  confort I,  25 mp,  decomandat,  in Gheorgheni,  zona Iulius Mall,  finisata,  contorizata (apa si gaz) - centrala termica,  termopan,  mobilata si utilata,  parchet,  gresie si faianta moderna,  usa metalica.			Nespecificat	Nespecificat			Da	Da		Da		Da	Da	Da		MEIN HAUS		zona Iulis Mall 	25mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7556556	Nu		Nu			
Mein Haus: garsoniera in Gheorgheni (ID - 39039)	50 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Nespecificat	    MEIN HAUS,  vinde garsoniera,  confort I,  28 mp,  in Gheorgheni,  zona Aurel Suciu,  finisat,  contorizat,  termopan,  balcon inchis cu termopan,  parchet,  gresie si faianta,  usa metalica.			Nespecificat	Nespecificat			Nu	Nu		Nu		Nu	Nu	Nu		MEIN HAUS		zona Aurel Suciu 	28mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7556491	Nu		Nu			
Mein Haus: garsoniera in Gheorgheni (ID - 39104)	43 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Finisat modern	    MEIN HAUS,  vinde garsoniera,  confort I,  29 mp,  in Gheorgheni,  finisat,  contorizat (apa si gaz) - centrala termica,  termopan,  balcon inchis,  gresie si faianta moderna,  usa metalica.			Nespecificat	Nespecificat			Da	Da		Da		Da	Da	Da		MEIN HAUS		. 	29mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7556412	Nu		Nu			
Mein Haus: garsoniera in Gheorgheni (ID - 39037)	40 000 EUR	Cluj-Napoca, Cluj, Gheorgheni	Finisat modern	    MEIN HAUS,  vinde garsoniera,  confort I,  29 mp,  in Gheorgheni,  strada Alverna,  in constructie noua,  finisat,  contorizat (apa si gaz) - centrala termica,  termopan,  mobilat si utilat,  parchet,  gresie si faianta moderna,  usa metalica; nu se accepta plata prin credit.			Nespecificat	bloc nou			Da	Da		Da		Da	Da	Da		MEIN HAUS		Alverna 	29mp 	Gheorgheni	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7556386	Nu		Nu			
Garsoniera cu finisaje moderne in Iris	42 000 EUR	Cluj-Napoca, Cluj, Iris	Finisat modern	"    Oferim spre vanzare garsoniera confort 1 situata in cartierul Iris.Garsoniera are suprafata utila de 36mp si este amplasata la parter.Finisajele sunt moderne: gresie,  faianta,  aprchet,  termopan si centrala termica. Se vinde complet mobilata si utilata. Merita vazuta,  nu pierdeti oferta! ID 441078"			Parter	mai vechi de 2000			Da	Da		Da		Da	Da	Da		Agentia Tara		Nu va spun 	36mp 	Iris	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7462704	Da		Nu			
Garsoniera 25 mp in zona Expo Transilvania	35 000 EUR	Cluj-Napoca, Cluj, Marasti	Finisat modern	"    Vand garsoniera moderna,  conf 1 in Marasti.Garsoniera se afla intr-un imobil constructie veche,  situandu-se la etajul 1 din 4,  dotat cu interfon. Compusa dintr-o camera cu balcon,  bucatarie si baie. De asemenea se poate amenaja dupa bunul plac. Detine geamuri din sticla  iar sursa de incalzire este centrala pe imobil.Detine finisaje moderne cat si clasice.Este ideala pentru investitie cat si pentru locuit. Proprietatea este aproape de mijloacele de transport in comun iar pentru cumparaturi Complexul Comercial Marasti si supermarketul LIDL,  Iulius Mall,  va sunt la indemana. "			Etajul 1	mai vechi de 2000			Nu	Nu		Da		Da	Da	Da				Rasaritului 	25mp 	Marasti	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7555918	Nu		Nu			
Persoana fizica vand 2 garsoniere in acelasi bloc pe acelasi palier	50 000 EUR	Cluj-Napoca, Cluj, Manastur	Finisat modern	"    Doua garsoniere,  mari,  conf,  I,  pe str. Parang,  Manastur. Garsonierele sunt finisate,  renovate si cu centrale termice. Sunt la etajul X amandoua,  pe acelasi palier. Nu sunt probleme cu acoperisul,  2 lifturi,  Bloc foarte ingrijit. Preturi neg.: 50000 euro si 49000 euro in fuctie de finisaje.Pentru informatii la tel. nr. 0748-035061 si 0745-029798"			Etajul 10	Nespecificat			Da	Da		Da		Da	Da	Da		-		parang 	30mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7483540	Da		Nu			
Persoana fizica vand 2 garsoniere in acelasi bloc pe acelasi palier	50 000 EUR	Cluj-Napoca, Cluj, Manastur	Finisat modern	"    Doua garsoniere,   mari,   conf,   I,   pe str. Parang,   Manastur. Garsonierele sunt finisate si cu centrale termice. Sunt la etajul X amandoua,   pe acelasi palier. Nu sunt probleme cu acoperisul,   2 lifturi,   Bloc foarte ingrijit. Preturi neg.: 50000 euro si 49000 euro in fuctie de finisaje.Pentru informatii la tel. nr. 0748-035061 si 0745-029798"			Etajul 10	Nespecificat			Da	Da		Da		Da	Da	Da		-		parang 	30mp 	Manastur	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7483548	Da		Nu			
Vand garsoniera in Cluj-Napoca, ultracentral, str. Baritiu	52 000 EUR	Cluj-Napoca, Cluj, Centru	Nespecificat	"    Vand garsoniera in Cluj-Napoca,  str. Baritiu,  21 mp,  compusa din camera,  bucatarie,  baie. Are centrala termica ,  contoare apa , gaz,  curent proprii. Interior ultrafinisat,  izolatie exterioara,  geamuri termopan.Este la curte,  casa separata de restul din curte.Sant proprietar si pe terenul de sub casa care e cuprins in C.F. Pret 52000 eur.TEL. 0738261682"			Nespecificat	Nespecificat			Da	Da		Nu		Da	Nu	Da					mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7555773	Nu		Nu			
Gars, semidec, Zorilor aproape de Profi	46 500 EUR	Cluj-Napoca, Cluj, Zorilor	Nespecificat	"     Camino Imobiliare ofera spre vanzare o garsoniera in Zorilor,  zona str Lunii si str Rapsodiei cu acces rapid la str Observatorului si Profi.Garsoniera este semidecomandata cu balcon inchis cu termopane si este situata la etajul 4 intr-un imobil de 4 etaje.Este finisata clasic,  dar  are termopane si usa metalica si se vinde mobilata si utilata.Se preteaza ca si locuinta sau ca si investitie datorita zonei.Cf liber de sarcini.Pret usor negociabil.ID 2064"			Etajul 4	mai vechi de 2000			Nu	Nu		Nu		Nu	Nu	Nu		Camino Imobiliare		aproape de Profi 	24mp 	Zorilor	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7554287	Nu		Nu			
Gars Moderna, et 3 din 4, Zorilor zona str Pasteur, Mobilata	54 500 EUR	Cluj-Napoca, Cluj, Zorilor	Finisat modern	"    Camino Imobiliare ofera spre vanzare o garsoniera in Zorilor,  zona str Pasteur cu acces rapid la UMF,  Gradina Botanica sau Piata Zorilor.Garsoniera este semidecomandata cu balcon si este situata la etajul 3 intr-un imobil de 4 etaje.Este finisata modern,    are termopane si usa metalica si se vinde mobilata si utilata.Se preteaza ca si locuinta sau ca si investitie datorita zonei.Se vinde doar cu preluare de chiriasi.Nu mai presupune investitii suplimentare.Pret usor negociabil.Merita vazuta!ID 2073"			Etajul 3	mai vechi de 2000			Da	Nu		Nu		Nu	Nu	Nu		Camino Imobiliare		Pasteur 	23mp 	Zorilor	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7554110	Nu		Nu			
Mein Haus: garsoniera in Centru (ID - 39024)	59 000 EUR	Cluj-Napoca, Cluj, Centru	Finisat modern	    MEIN HAUS,  vinde garsoniera,  confort I,  23 mp,  etaj 3,  in Centru,  strada Avram Iancu,  superfinisata,  contorizata (apa si gaz) - centrala termica,  termopan,  mobilata si utilata,  parchet,  gresie si faianta moderna,  ocupabila imediat.			Etajul 3	Nespecificat			Da	Da		Da		Da	Da	Da		MEIN HAUS		Avram Iancu 	23mp 	Centru	http://www.piata-az.ro/anunturi/oras-cluj-napoca/7554026	Nu		Da			
